0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.552713678800501003e-18,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.366895303434153893e-16,-4.467202380104829812e-16,0.000000000000000000e+00,1.823924250000001024e+00,1.823924250000004577e+00,1.823924250000000358e+00,1.823924249999996805e+00,1.000000000000000000e+00,-1.050241556424204843e-16,1.050241556424204843e-16,0.000000000000000000e+00,3.172453804922769939e-15,-3.172453804922769939e-15,0.000000000000000000e+00
2.000000000000000042e-03,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.073624459735356255e-08,1.000000000000000000e+00,8.366895303434153769e-19,-4.467202380104830236e-19,0.000000000000000000e+00,-1.455178742452342125e-04,9.108954953616622786e-05,6.103815628265195226e-17,1.823925248068137606e+00,1.823211650556860519e+00,1.823925248068138494e+00,1.824638845579416246e+00,9.999999999999252820e-01,-2.736043028036775159e-07,2.736043028036775159e-07,0.000000000000000000e+00,-5.467266195752601117e-04,5.467266195752601117e-04,0.000000000000000000e+00
4.000000000000000083e-03,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000021472379e+00,-1.752934044827142122e-20,-3.283176892144715282e-20,5.361402000048088239e-08,9.999999999999853451e-01,-1.455178742443953818e-07,9.108954953571817242e-08,6.103816749054407140e-20,-3.973829315829270083e-04,2.578112442669253058e-04,1.310512179146738362e-11,1.823963732773572266e+00,1.822657631362927022e+00,1.823892739306559818e+00,1.825198840657725308e+00,9.999999999988058441e-01,-1.092810460284295787e-06,1.092810460284295787e-06,0.000000000000000000e+00,-1.090976860950091830e-03,1.090976860950091830e-03,0.000000000000000000e+00
6.000000000000000125e-03,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000128700384e+00,3.574371471601710834e-09,5.710149418434616604e-09,1.499359229519825612e-07,9.999999999997919442e-01,-5.429008058272546016e-07,3.489007938026024416e-07,1.178647083867975514e-14,-7.268055782202756604e-04,4.872697873150435362e-04,6.436854569000011376e-11,1.824024276896127894e+00,1.822226693224317184e+00,1.823842132211236144e+00,1.825639714968361860e+00,9.999999999939719331e-01,-2.455209501216195276e-06,2.455209501216194853e-06,0.000000000000000000e+00,-1.632806215425497637e-03,1.632806215425497637e-03,0.000000000000000000e+00
8.000000000000000167e-03,-9.999999999928512739e-01,-9.999999999885796909e-01,1.000000000428572289e+00,1.726535792095820175e-08,2.701376267456018105e-08,3.209021921328770020e-07,9.999999999988443689e-01,-1.269706384046876038e-06,8.361705811172506870e-07,6.519889952124306665e-14,-1.112606065524591754e-03,7.686967737357024892e-04,1.755817748841138313e-10,1.824096543518155089e+00,1.821891836507510964e+00,1.823783745269528467e+00,1.825988448518079066e+00,9.999999999810049722e-01,-4.358335825368930380e-06,4.358357596615986480e-06,0.000000000000000000e+00,-2.172180273619954936e-03,2.172197777608038567e-03,0.000000000000000000e+00
1.000000000000000021e-02,-9.999999999583205623e-01,-9.999999999345521307e-01,1.000000001070376676e+00,5.007713755225535660e-08,7.683771846852904753e-08,5.876110167370996497e-07,9.999999999958745223e-01,-2.382312449567906996e-06,1.604867354850747644e-06,1.950899337607929671e-13,-1.539199113208148360e-03,1.093097827805199944e-03,3.545450941013186694e-10,1.824173755162736610e+00,1.821632385302833557e+00,1.823724337642467441e+00,1.826265697602118321e+00,9.999999999537636519e-01,-6.799682687503319548e-06,6.799782145355395990e-06,0.000000000000000000e+00,-2.709059095791192459e-03,2.709125055819085193e-03,0.000000000000000000e+00
1.200000000000000025e-02,-9.999999998581662330e-01,-9.999999997808767249e-01,1.000000002245598818e+00,1.130533633230849879e-07,1.703214859756963447e-07,9.710588205038563004e-07,9.999999999886715063e-01,-3.921511562762361703e-06,2.697965182647174627e-06,4.157448734869218098e-13,-1.995115510376381778e-03,1.452959977783302003e-03,5.913472286484607009e-10,1.824251613064103772e+00,1.821432434895876362e+00,1.823668189791219918e+00,1.826487347435027830e+00,9.999999999044132393e-01,-9.776713591208175067e-06,9.776986859239386363e-06,0.000000000000000000e+00,-3.243410797214353949e-03,3.243563729746779152e-03,0.000000000000000000e+00
1.400000000000000029e-02,-9.999999996320595441e-01,-9.999999994402337666e-01,1.000000004187716396e+00,2.189243288142803876e-07,3.242056865596152765e-07,1.492140523890128935e-06,9.999999999738817813e-01,-5.916627073097129776e-06,4.150925160402863414e-06,6.920449313732384677e-13,-2.471915048271540721e-03,1.842007639610216893e-03,8.600170386601040384e-10,1.824327528029270562e+00,1.821279701874343848e+00,1.823617872566355880e+00,1.826665662092044728e+00,9.999999998234514464e-01,-1.328687068458194272e-05,1.328745601767719718e-05,0.000000000000000000e+00,-3.775211854493443122e-03,3.775493334212679224e-03,0.000000000000000000e+00
1.600000000000000033e-02,-9.999999991942108979e-01,-9.999999987918224420e-01,1.000000007171997440e+00,3.818122733052949625e-07,5.563821737320706753e-07,2.171649788184737746e-06,9.999999999468586198e-01,-8.388542121261954293e-06,5.992932799939871053e-06,9.143240688857828403e-13,-2.963386683446706926e-03,2.254998864044347167e-03,1.123110257216529155e-09,1.824400073875840800e+00,1.821164662155489999e+00,1.823574793755307066e+00,1.826810146495522424e+00,9.999999996997364082e-01,-1.732758095170425279e-05,1.732865802968486669e-05,0.000000000000000000e+00,-4.304445394454630910e-03,4.304897038908828653e-03,0.000000000000000000e+00
