0.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.105427357601002007e-18,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.069354213257164334e-14,1.081217017446751784e-13,3.051907814132597613e-17,1.823924250000547254e+00,1.823924249999700375e+00,1.823924249999451686e+00,1.823924250000298786e+00,1.000000000000000000e+00,2.414348405572886435e-16,8.208784578947814176e-16,-0.000000000000000000e+00,1.902506543591435235e-13,6.483974078006547291e-13,0.000000000000000000e+00
2.000000000000000042e-03,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.039938117024519147e-06,1.000000000000000000e+00,5.069354213257164679e-17,1.081217017446751830e-16,3.051907814132597406e-20,2.295590198535260237e-02,8.975028042623263771e-03,2.870462128477409275e-10,1.915268981520590330e+00,1.844958418031492187e+00,1.732386166679733330e+00,1.802696732779372812e+00,9.999999986996849222e-01,4.325025139100119716e-05,2.701936411865323826e-05,-0.000000000000000000e+00,8.624772473790556782e-02,5.386874054695180158e-02,0.000000000000000000e+00
4.000000000000000083e-03,1.000000000000000000e+00,-1.000000000000000000e+00,9.999999979201237288e-01,4.241801889260906190e-18,-1.988795582398976768e-18,-5.172721756792952623e-06,9.999999996962378734e-01,2.295590197843016067e-05,8.975028040005111535e-06,2.870462412525701011e-13,6.241456588219257418e-02,2.528298251358619686e-02,-1.992030194932275795e-07,1.984167891916196025e+00,1.856411503456375067e+00,1.662911738899116143e+00,1.790669090131866259e+00,9.999999794279683663e-01,1.720511237005058083e-04,1.074359050135592283e-04,-0.000000000000000000e+00,1.710759519349376312e-01,1.067787143868439703e-01,0.000000000000000000e+00
6.000000000000000125e-03,1.000000000000000000e+00,-1.000000000000000000e+00,9.999999875746802269e-01,3.520143070427272469e-07,-9.003655355027612873e-07,-1.440910361658609282e-05,9.999999957691358965e-01,8.537046764629911699e-05,3.425801047282535518e-05,-1.786947833794676396e-10,1.136491277292155377e-01,4.756033282980148824e-02,-9.739462271362981703e-07,2.035945929774994667e+00,1.861431795131075484e+00,1.610178188358033058e+00,1.784706547001791543e+00,9.999998970020983480e-01,3.850241347072450113e-04,2.403168916146389397e-04,-0.000000000000000000e+00,2.545541285542891052e-01,1.587741520251543248e-01,0.000000000000000000e+00
8.000000000000000167e-03,1.000000000704028613e+00,-1.000000001800731120e+00,9.999999587564729620e-01,1.695181370731478658e-06,-4.247518473775607721e-06,-3.071600088889781021e-05,9.999999768484798546e-01,1.990195933594434070e-04,8.181834254331938781e-05,-9.857861517950931620e-10,1.731974928437176320e-01,7.467456749612479128e-02,-2.638933859905278694e-06,2.074608734980807334e+00,1.862224087999959865e+00,1.570179110201965544e+00,1.782621470432349975e+00,9.999996780156980014e-01,6.808408205880751851e-04,4.247637896888853946e-04,-0.000000000000000000e+00,3.367342258628305829e-01,2.098900154592420464e-01,0.000000000000000000e+00
1.000000000000000021e-02,1.000000004094391270e+00,-1.000000010295768016e+00,9.999998973244711431e-01,4.901593448008349793e-06,-1.204697773577886484e-05,-5.601533478908038129e-05,9.999999184822062626e-01,3.722170754305134427e-04,1.564929058815653904e-04,-2.933749638183265057e-09,2.385265715512180362e-01,1.056855515824196845e-01,-5.289949883736604160e-06,2.103187267310468123e+00,1.860321653540712994e+00,1.539882682565563821e+00,1.782898514027233983e+00,9.999992223415332671e-01,1.058222096158939040e-03,6.599108456840874172e-04,-0.000000000000000000e+00,4.176642820308793524e-01,2.601583257316736342e-01,0.000000000000000000e+00
1.200000000000000025e-02,1.000000013897578199e+00,-1.000000034389723513e+00,9.999997852938015130e-01,1.103105644527047161e-05,-2.662585462915842053e-05,-9.218338239771739484e-05,9.999997791273318448e-01,6.107436062348506941e-04,2.621784411954606003e-04,-6.213448265985954114e-09,3.077859635579867637e-01,1.398134695170051844e-01,-8.756117238908272548e-06,2.123983692077580976e+00,1.856778974203457278e+00,1.516987320196704569e+00,1.784500299550795921e+00,9.999984045259324716e-01,1.515936994932204612e-03,9.449236037047896832e-04,-0.000000000000000000e+00,4.973906199821956919e-01,3.096093792592984895e-01,0.000000000000000000e+00
1.400000000000000029e-02,1.000000035959691003e+00,-1.000000087641432778e+00,9.999996009270367692e-01,2.129332129221317920e-05,-5.053175901861408850e-05,-1.410505525476573002e-04,9.999994973529723330e-01,9.185294478996151434e-04,4.019918602970067359e-04,-1.027422455829174564e-08,3.796268544595058914e-01,1.764120972615116079e-01,-1.263442800067810962e-05,2.138752477108369021e+00,1.852310415268316524e+00,1.499741230683288906e+00,1.786728049350856162e+00,9.999970750826667754e-01,2.052800971393388494e-03,1.278997374246402348e-03,-0.000000000000000000e+00,5.759579455365121392e-01,3.582719561967367405e-01,0.000000000000000000e+00
1.600000000000000033e-02,1.000000078546333659e+00,-1.000000188704950776e+00,9.999993188259316268e-01,3.701657211439406689e-05,-8.645852950148273089e-05,-2.044014826591897933e-04,9.999989901195041053e-01,1.298155994531391324e-03,5.784038259111266107e-04,-1.347584417002208059e-08,4.530687815680486397e-01,2.149464917963464228e-01,-1.636637430506461674e-05,2.148835121764717471e+00,1.847390219096602060e+00,1.486807794494602097e+00,1.789121442585959398e+00,9.999950616944642823e-01,2.667673897586831430e-03,1.661355669471854682e-03,-0.000000000000000000e+00,6.534091265467367737e-01,4.061733384590514029e-01,0.000000000000000000e+00
