0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.534750354791796572e-04,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,-5.330409582904945820e-01,-3.336666442307634206e-01,7.422239803970477868e-14,2.509184379434996615e+01,2.247789204982148092e+01,2.509184379434831769e+01,2.770579553887613145e+01
2.000000000000000042e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000906950071045e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.112674371669839297e-04,1.000000000000000222e+00,-4.258975525740446825e-06,-2.677853337156672133e-06,3.999993672547235216e-03,-7.191457804241103702e-01,-8.298155457635080223e-01,-9.343709735815755590e-02,2.339829313318561077e+01,2.290934659058068945e+01,2.637250468619458843e+01,2.770881759847812731e+01
4.000000000000000083e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000002729484945396e+00,-1.082372510847160687e-07,1.706268402947688008e-07,1.373215627239634477e-03,1.000827350035351504e+00,-1.186974576589268447e-03,-1.378484526374134083e-03,3.845618401107254915e-03,-1.084701848202759944e+00,-1.323852181222454405e+00,-1.864326826815659310e-01,2.385454248656418841e+01,2.248016188136599780e+01,2.593147560900922954e+01,2.814356097850654947e+01
6.000000000000000125e-03,-2.164745021694321328e-10,3.412536805895376091e-10,1.000005475916199815e+00,-5.571377747948467589e-05,4.768015480067617454e-05,1.839036793079355282e-03,9.989573034669553264e-01,-1.182656442217982964e-03,-6.693579785341597158e-04,3.838782840138945177e-03,-1.338673601619466691e+00,-1.803809705048915024e+00,-2.649240270503652739e-01,2.367769180682063990e+01,2.277757987831508757e+01,2.618995135377391037e+01,2.778454746026734767e+01
8.000000000000000167e-03,-1.116440294611387817e-07,9.570156328194188658e-08,1.000009153989785959e+00,-8.276275394531719344e-05,9.504614971293464699e-05,2.308814318280344099e-03,9.970864272763817482e-01,-4.757202378500981297e-04,-6.651037201080501260e-04,3.832046091374439675e-03,-1.654186646560142249e+00,-2.284012028661555505e+00,-3.400004893609070433e-01,2.384460295831486576e+01,2.261878454208508060e+01,2.605490862571666355e+01,2.793096250246761159e+01
1.000000000000000021e-02,-2.771695373517732075e-07,2.857938627078111714e-07,1.000013771618422531e+00,-1.094868173059314581e-04,1.140059032779711280e-04,2.782404353421231557e-03,9.951329978172824831e-01,-4.738631401474150892e-04,-2.360850479157998818e-04,3.824774336305835579e-03,-1.934574977488908498e+00,-2.752401209269401683e+00,-4.143319554485672684e-01,2.381710306964975032e+01,2.274863646343252199e+01,2.610439812040889507e+01,2.779794688274461834e+01
1.200000000000000025e-02,-4.961431719636361474e-07,5.138056692637534392e-07,1.000019336427129479e+00,-1.190028087010151130e-04,1.329236127521941598e-04,3.259656142204793612e-03,9.954248753162119323e-01,-1.596910466434658471e-03,-1.847084754673202324e-03,3.583419466113935657e-03,-2.221895092349668310e+00,-3.215505070390259235e+00,-4.796554056705714664e-01,2.388669063233763268e+01,2.273002379246331373e+01,2.609531040697183357e+01,2.777429044124137647e+01
1.400000000000000029e-02,-7.341487893656663937e-07,7.796528947681417140e-07,1.000025855739413938e+00,-1.931489179240931009e-04,1.965621862630193375e-04,3.740223646016034055e-03,9.934496312365097559e-01,-1.591281685962185870e-03,-1.533497761911476387e-03,3.576912515789759661e-03,-2.492409175891878714e+00,-3.662372326933190703e+00,-5.398482046134560619e-01,2.393312028850220230e+01,2.282015416946737218e+01,2.609333569948484666e+01,2.765742574059547110e+01
1.600000000000000033e-02,-1.120446625213852675e-06,1.172777267294180296e-06,1.000033336186705979e+00,-2.546336815185379875e-04,2.599057272315555191e-04,4.224326477721632687e-03,9.914687515116589189e-01,-1.586113198248154327e-03,-1.257734681325045362e-03,3.570315107587191446e-03,-2.771533281959168704e+00,-4.109403659403795039e+00,-5.943934125696227477e-01,2.397943109411975016e+01,2.278181946711740480e+01,2.609480433639480879e+01,2.766544111321091393e+01
