0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.813754367069805232e-04,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.375737075443803949e-02,-8.611675447460208702e-03,5.798624846851936426e-15,1.797766885965682793e+00,1.730302833298833054e+00,1.797766885964598549e+00,1.865230938631395441e+00
2.000000000000000042e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.999994372491265993e-01,0.000000000000000000e+00,0.000000000000000000e+00,-5.628704978892678287e-04,1.000000000000000000e+00,-1.375737075443803905e-05,-8.611675447460208715e-06,5.798624846851936913e-18,-3.570909411604888950e-02,-3.087138528724109321e-02,-2.757925167714295406e-04,1.763761545882821302e+00,1.657366934075283016e+00,1.830496685788702838e+00,1.939397895752559720e+00
4.000000000000000083e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.999983115081308438e-01,-3.330697042496188516e-07,5.320873314825658418e-07,-8.446066428359202613e-04,9.999999992428824092e-01,-4.946646249545128286e-05,-3.948306452888120213e-05,-2.756753228015814392e-07,-6.160788155902412189e-02,-6.234177440529788811e-02,-6.885737011863215119e-04,1.737030602065277485e+00,1.611896413296251218e+00,1.856566517280758610e+00,1.985439885647861002e+00
6.000000000000000125e-03,-6.661394084992377312e-10,1.064174662965131614e-09,4.999966222948451500e-01,-1.860109109063179865e-06,2.445243796381857649e-06,-1.126696334120517009e-03,9.999999937337242795e-01,-1.110743340069199011e-04,-1.018248559645115704e-04,-9.635976643841347050e-07,-8.929381381253834182e-02,-9.992002429403837316e-02,-1.156051207770458994e-03,1.717340168002010836e+00,1.583672088981258552e+00,1.875960982173831892e+00,2.013828766749174992e+00
8.000000000000000167e-03,-4.386357626625597473e-09,5.954662255728846215e-09,4.999943689021769111e-01,-5.798171998150920188e-06,6.741037340286352884e-06,-1.409242639532109782e-03,9.999999736400173589e-01,-2.003681258278729182e-04,-2.017449219967310632e-04,-2.117642644488026038e-06,-1.176594976066996090e-01,-1.414474051106963948e-01,-1.624042434387086217e-03,1.703511992012934684e+00,1.566478041410969801e+00,1.889736306861872883e+00,2.030906142585177765e+00
1.000000000000000021e-02,-1.598270162292743728e-08,1.943673693630155021e-08,4.999915504168978564e-01,-1.360040085101537880e-05,1.449005316840662995e-05,-1.692339065147137854e-03,9.999999215250694462e-01,-3.180275922258130094e-04,-3.431923996244454905e-04,-3.737080690766974164e-06,-1.461383995957129533e-01,-1.854229179164436081e-01,-2.052893390574362861e-03,1.694264835518714429e+00,1.556444782525463699e+00,1.899111611717766657e+00,2.040607527042419989e+00
1.200000000000000025e-02,-4.318350332495819662e-08,4.841684327311481101e-08,4.999881657387675871e-01,-2.687248112796690043e-05,2.678904166044416841e-05,-1.976069549856884419e-03,9.999998114056181109e-01,-4.641659687563225016e-04,-5.286154097355892818e-04,-5.781157904146748028e-06,-1.744417885666559864e-01,-2.308037179469695777e-01,-2.411309078628799153e-03,1.688467580196207907e+00,1.551116299394725617e+00,1.905182718067267356e+00,2.045428369794439316e+00
1.400000000000000029e-02,-9.692846558089199119e-08,1.019949265940031399e-07,4.999842135996678816e-01,-4.731454472485803584e-05,4.473899301719733764e-05,-2.260508560237564721e-03,9.999996084153341958e-01,-6.386077840818389726e-04,-7.594191949263640051e-04,-8.177547914220958719e-06,-2.024235133815832643e-01,-2.768660381712130247e-01,-2.673420604979541860e-03,1.685208604503895868e+00,1.548906711650814616e+00,1.908838584504048086e+00,2.046981569703521853e+00
1.600000000000000033e-02,-1.915575550306080658e-07,1.914729126283978171e-07,4.999796925825474303e-01,-7.668080634577982416e-05,6.943396348817849287e-05,-2.545721242369470769e-03,9.999992688668570828e-01,-8.410314520358478860e-04,-1.036285176620310895e-03,-1.082788296677235806e-05,-2.300105063154275764e-01,-3.231082824694609945e-01,-2.817269336666648402e-03,1.683788719216423146e+00,1.548776972147912545e+00,1.910762279452967727e+00,2.046326850300299593e+00
